carat,price
0.32,1080
1.51,9301
0.46,1572
1.21,4791
1.32,11177
1.08,5756
0.52,1886
1.01,6407
0.73,2912
0.38,1033
0.37,1041
0.36,631
0.51,1569
0.33,1114
1.26,7477
0.4,1123
0.27,567
0.56,2399
2.17,16716
1.02,4633
1.5,13853
0.3,526
0.72,3250
0.33,619
0.73,3239
0.32,645
0.43,1422
0.31,1046
0.71,2574
1.22,8362
0.52,1868
0.7,2960
1,5342
0.93,4325
0.74,3340
0.42,1075
0.5,875
1.08,8321
1.54,8207
0.4,631
0.91,3898
0.32,461
1,7589
2.01,13400
0.56,1890
1.5,10219
0.72,1996
2.04,15543
1.13,12150
0.3,709
1.15,7096
0.42,1193
0.8,2833
0.35,512
1.6,10824
1.59,9494
2.53,17591
0.31,766
0.5,1105
0.35,906
0.34,805
0.31,464
0.7,2110
1.02,3974
0.41,876
1.27,11002
0.52,1577
0.33,854
1.03,3892
0.58,2132
1.22,10538
0.32,720
1,3929
0.32,449
0.41,1061
1.01,5543
0.7,2751
0.53,999
0.32,828
0.36,852
1.16,7203
1.19,4498
0.34,858
0.72,3896
0.73,2951
0.5,1637
0.53,2922
1.07,4832
1.51,9058
1.2,5610
1.07,5264
1.51,15531
0.57,1689
0.73,2712
1.56,10766
0.73,2596
1.5,9645
0.5,1094
0.57,1760
1.06,5147
0.51,1656
2.01,14939
0.7,2484
0.81,2795
0.72,3478
1.05,4586
0.77,2159
1.03,4413
0.6,2718
0.7,2377
0.52,1878
1.51,10993
1.15,8349
1.01,6152
1.01,3563
1.21,7928
0.85,2163
1.4,14231
1.7,13949
0.35,491
0.32,926
1.1,4537
0.95,3237
0.9,3334
0.3,725
0.91,3423
1.02,8445
0.31,907
0.94,4098
0.9,3770
0.42,1136
1.08,5080
0.7,3107
0.72,2666
0.52,1701
0.51,1437
1.01,7240
0.75,2180
1.02,8162
0.55,1815
0.89,4192
0.35,853
1,6272
0.41,791
0.52,1576
0.34,589
0.53,1383
0.37,746
1.08,6532
1.22,5226
1.35,6884
1.2,5458
0.32,843
0.41,604
1.16,5678
1.19,5331
1.34,9127
1.01,6037
0.36,851
0.42,1040
0.33,1010
1.17,5567
0.83,3143
1.53,15217
1.3,5387
1.09,4871
0.31,523
1.13,4350
0.99,5112
0.37,957
1.12,7091
1.22,6372
1.52,12916
1.03,3668
0.37,593
0.23,465
1.36,11793
0.41,1153
1.02,7197
0.58,1332
1.01,7059
0.51,1842
0.73,2641
0.43,1056
1.29,6372
1.55,10851
0.56,1580
0.52,2113
1.05,5101
0.9,4044
0.51,1636
0.91,3478
1.01,4038
0.3,789
0.33,550
0.34,1033
1.03,5653
0.31,914
2.04,18104
1.58,9037
0.31,802
0.24,552
1.16,4785
0.42,1179
0.72,1762
0.56,1915
0.35,956
1.21,12230
0.7,1758
0.7,1014
1.01,4120
2.04,13600
1.01,5760
0.72,3075
0.41,1107
0.32,421
0.7,2501
0.33,854
0.55,1410
0.91,4123
1.01,2885
1,4416
1.01,4262
0.43,1659
0.31,732
0.46,1372
0.5,1376
0.9,3770
0.32,720
0.31,802
1.51,11565
0.5,1181
1.12,5233
0.24,478
1.11,4848
0.24,552
0.26,564
1.19,7633
1.01,8373
0.35,984
0.32,828
1.01,6295
0.66,1311
1.21,5558
1.2,5724
0.78,3454
1.01,5543
0.35,945
0.72,5086
1.5,11756
1.53,12848
0.25,575
0.5,1591
0.71,2572
0.29,496
0.74,2655
1.06,6823
0.71,2738
1.3,5569
0.9,4167
2.48,15746
0.51,1434
1.51,8637
0.41,1057
0.71,2719
0.32,841
0.57,3126
0.56,1791
0.72,2647
0.54,1786
0.57,1151
1.16,9419
0.33,762
0.7,2058
0.31,1046
1.2,5040
1.18,5815
0.72,2650
1.01,4498
1,4580
1.5,5208
0.35,491
1.03,5883
1.01,6512
0.33,666
0.31,645
1,3941
1.52,7759
0.38,703
0.72,2404
0.5,1629
0.42,1068
2.06,11040
1.02,4381
0.58,1632
0.4,1229
0.31,544
0.33,965
1.02,5549
0.73,2821
1.12,6925
1.16,4872
0.92,6513
0.3,658
0.41,996
0.36,1013
0.36,923
0.55,1700
0.54,1842
0.44,1334
0.51,1807
1.2,5226
0.41,1107
0.52,1267
0.3,605
0.51,1882
0.4,629
0.29,504
0.39,787
0.83,2816
1.13,8561
1.11,3804
0.27,486
0.33,666
0.33,723
1.01,5527
0.91,4150
1.01,6951
0.32,720
1.07,4949
1.74,8896
0.23,530
1.2,5880
0.32,576
0.3,844
0.3,425
0.3,526
0.32,449
1.49,7773
1.03,4362
1.07,4554
2.08,18281
0.3,911
1.24,5146
0.95,3994
0.81,2307
1.24,8449
0.4,705
0.83,2859
0.4,847
0.4,1120
0.31,914
1.27,6162
0.32,900
0.32,561
0.53,1607
1.2,6129
0.32,645
1.01,5387
1.09,4047
0.31,914
0.36,600
0.31,698
0.31,865
0.81,2313
0.23,530
0.71,2893
1.22,5233
0.7,1775
1.61,9611
1.5,14256
0.83,7889
0.51,1443
2.04,13825
0.34,596
0.38,1140
0.8,4140
1.33,7088
0.58,1377
1.02,3382
1.58,13950
0.59,1705
0.72,2724
1.2,7072
0.32,814
1.23,9694
0.52,1806
1.55,9041
1.01,5055
2.01,13833
0.43,1169
0.61,2202
0.41,646
0.69,2045
0.41,1079
0.32,561
0.7,2395
1.54,11177
0.62,2507
0.86,3709
0.8,4170
1.51,15025
0.4,1152
1.21,5245
0.32,720
0.7,2759
0.3,1013
1.11,5450
0.73,2490
0.36,810
1.01,4276
0.55,2030
0.91,3344
0.34,803
0.4,1446
1.01,6295
0.96,4218
0.4,687
0.23,498
0.3,945
0.51,1195
0.3,438
0.42,1216
0.73,2278
0.65,3248
0.91,8707
0.31,864
0.35,718
0.4,597
0.41,1061
0.3,457
0.73,3270
0.5,863
0.7,3949
0.33,668
0.57,1617
0.59,3422
0.47,740
0.58,1884
0.91,3730
0.51,1436
0.3,605
1.01,4150
0.35,767
1.5,13596
1.2,4596
0.82,3373
0.36,1148
1.5,11079
2,15485
0.91,4123
1.52,8299
0.73,3466
0.8,4070
0.32,834
0.3,473
0.33,492
0.32,1020
0.48,1170
0.75,3710
1.01,4299
0.7,2415
2.51,18255
1.21,8348
0.31,698
0.34,447
1.5,13720
1.7,9139
0.33,652
0.71,2395
0.9,3119
0.44,1185
0.41,647
0.43,1008
0.43,937
1,6272
0.31,914
1.2,4973
0.41,1017
1.27,5154
0.35,788
0.9,3498
0.31,593
1.01,6651
0.54,1786
2.39,16791
0.73,2707
1.25,7042
0.63,1240
0.44,2250
1.23,5763
0.33,893
1.34,6754
1.01,4566
0.37,874
1.72,13078
0.31,840
0.56,1279
0.73,2916
0.36,851
1.01,6522
1.64,16297
0.57,1760
0.71,3360
1.23,10113
0.72,2449
0.33,509
0.3,911
0.42,958
0.72,3223
0.42,992
0.38,1058
0.39,895
0.33,743
0.32,648
1.32,7143
0.31,489
0.72,2578
0.47,1421
0.39,1009
0.51,1758
1.17,7972
1.01,5701
1.08,5096
0.25,576
1.01,6449
0.31,573
1.06,5293
0.3,789
0.91,4561
0.3,863
0.3,675
0.51,1220
0.3,447
0.41,1439
1.54,7848
0.39,943
0.52,2359
1.67,11341
0.41,1241
0.9,4064
0.71,2549
1.03,5526
2.14,15915
0.4,692
1.5,9820
1.01,6097
0.72,2819
1.11,4744
0.38,713
0.38,866
0.3,813
0.4,1133
0.42,700
0.83,3027
2.02,11715
0.31,1116
1.5,12342
0.73,4252
0.6,2270
0.31,628
0.37,649
1.21,9290
1.01,4121
1.63,7923
0.41,945
1.33,6390
1.2,6675
0.38,1200
0.33,668
0.54,2041
0.4,855
0.41,1042
0.91,4746
0.8,3884
0.9,3447
1,6340
0.7,2161
0.81,3097
0.31,418
1.51,9741
0.78,3105
1.21,5556
1.09,5628
0.7,2423
0.23,530
0.31,698
0.3,491
1.09,4361
0.53,1813
0.53,1286
0.38,666
0.7,2475
0.5,1181
0.91,4670
0.75,2093
1,3977
1.5,11154
1.35,5546
0.42,847
0.71,2428
0.4,611
1.2,5412
2.14,14802
0.62,1348
0.4,1824
0.44,990
1.22,6530
1.01,4518
1.5,9759
0.91,4611
0.34,459
0.33,592
0.47,935
0.5,1214
0.5,1613
0.61,1401
1,4405
1,6822
1.61,9341
0.31,577
2.01,16914
1.02,2815
0.3,505
1.24,9885
0.7,2058
1.62,14447
0.5,1240
0.38,695
0.4,1031
0.38,700
0.8,3720
0.43,1008
0.4,772
1.51,9471
1.51,12846
0.7,2212
1.53,6361
0.91,4434
1.01,8716
0.26,599
0.75,2940
1.11,5134
0.33,965
1.26,6350
0.82,2648
0.9,3881
1.2,4847
0.25,436
1.06,5461
0.65,2402
0.51,1604
0.3,491
0.9,3276
0.31,749
1.04,4316
0.3,844
0.83,3049
0.32,1109
0.61,1793
0.31,749
2.16,18029
0.54,1944
1.21,8348
0.3,814
0.56,1819
0.56,2318
1,6841
2.01,13587
0.26,508
0.24,559
1.24,5969
1.12,6683
1.24,4278
1.51,8930
0.34,880
0.56,1179
0.9,3255
1.52,13215
0.28,529
0.31,408
0.71,3799
1.28,11214
0.73,2779
0.93,3985
1.5,13720
0.28,525
0.26,554
0.35,646
1.12,7634
0.31,698
0.5,1127
0.59,1968
0.51,1274
0.37,1082
1.66,10754
1.07,4573
0.3,1112
1.23,8431
0.7,2335
1.02,7539
0.32,1020
0.5,2639
1.51,13811
0.71,1740
1.16,4880
0.7,1115
0.41,1076
0.32,645
0.53,1722
0.55,2001
1.22,8417
0.5,1407
0.34,1272
2.01,15836
1.53,11434
0.58,1209
1.04,4455
1.06,3901
1.41,12671
0.77,2264
0.5,1746
0.41,1431
0.56,1915
0.3,605
1.19,5318
0.42,1238
0.51,1546
1.08,3590
0.3,911
0.33,666
0.72,2691
2.02,14211
0.45,720
1.07,4374
0.92,4096
1.37,6260
0.58,1758
0.84,2584
1.08,4476
1.06,6477
0.33,1002
1.03,6628
0.59,2145
0.41,863
1.01,4588
0.3,911
1.04,5220
0.5,1415
0.41,1056
0.57,1606
0.38,1117
0.37,846
0.3,737
0.33,965
1,5557
0.5,1569
0.72,3176
0.91,3423
0.56,1694
0.97,1787
1.56,6716
1,4737
0.54,1847
1.1,3891
0.72,3219
1.51,15688
1.01,4435
1.03,4964
0.7,2833
0.7,3471
0.9,4068
1.04,3902
1.2,12787
2,15840
1.07,4446
0.31,921
0.72,2295
0.31,732
0.32,477
0.3,789
0.2,367
0.3,878
0.32,561
2.19,11756
0.38,746
1.6,12379
0.73,2557
0.42,865
1.08,5256
1.51,13068
0.8,2321
0.35,669
1.71,10457
0.45,1193
0.53,1721
0.71,2543
0.43,1207
1.04,5531
0.3,895
0.3,605
1.06,4972
2.01,15819
2.03,17803
0.27,470
0.56,2463
0.73,2393
1.44,5068
1.13,9214
0.46,1393
0.3,526
1.22,9568
1.01,4047
1.17,4617
1.53,7539
0.4,990
0.73,3235
0.7,3887
0.7,2819
0.53,2175
0.72,1663
0.71,2072
0.3,1097
1.51,11129
0.32,720
0.53,1857
1.16,5107
0.76,4229
0.33,1040
1.51,8092
0.51,2718
0.31,706
0.31,734
2.11,18034
1.01,7465
1.5,8058
0.32,758
0.7,2905
1.2,8321
0.3,684
1.03,4325
2.05,14411
0.3,407
1.14,5473
0.37,684
0.53,1412
0.54,1754
1.76,12361
0.55,1664
1.04,4508
0.73,2496
0.23,376
1.11,4769
1.22,7215
1.02,4366
1,4474
0.54,1754
0.32,1020
0.92,3941
0.76,3424
0.75,2381
0.71,2456
0.4,909
0.3,878
1.22,6132
0.32,741
1.01,10761
1.5,13034
1.01,8869
1.01,5260
0.7,2872
0.4,982
0.32,758
0.71,2686
1.21,5190
0.59,1055
1.11,4719
0.31,872
0.7,1092
0.39,1056
0.3,605
0.88,3390
0.51,2197
1.23,8128
0.4,945
0.55,1571
0.31,732
1.53,8270
0.31,891
0.26,452
0.7,2247
0.3,506
1.01,8348
1.29,5646
1.5,9173
1.09,5951
0.27,464
1.21,7359
0.53,1604
1.51,10623
1.55,11067
0.32,589
0.73,2858
1.02,4113
0.7,2184
0.73,3310
0.74,2779
0.4,975
0.91,3435
0.72,3547
0.31,979
0.4,917
1.7,15238
0.58,2636
0.74,2852
0.5,2419
1.04,2870
0.9,4137
0.28,628
0.59,1789
1.04,6133
1.31,13406
0.44,810
1.21,7037
0.58,2772
1.51,6511
0.42,1103
1.51,7812
1,4844
0.54,1667
1.54,12522
1.12,7364
0.87,2170
1.53,9001
0.31,789
0.83,3556
0.8,3682
0.59,1286
0.7,2917
0.95,4070
0.32,589
0.95,3818
1.02,5681
0.54,2302
0.9,4381
0.7,2107
1.2,12905
0.54,1993
0.3,725
0.3,720
0.58,1566
1.2,4704
0.42,898
0.7,2777
1.5,10214
0.91,3842
1.56,11148
0.33,694
1.02,3713
1.21,8629
0.5,1676
0.7,4205
0.71,1917
0.31,489
1,5396
1.59,7811
1.07,6644
0.93,4010
0.32,681
0.23,468
0.4,702
0.54,1786
0.3,605
0.9,3385
0.36,663
0.77,3197
1.05,4612
0.33,1002
0.94,3125
0.51,1749
0.51,1438
1,3819
0.42,1262
1.16,8038
0.44,1089
1.23,5181
0.58,2728
1.62,16358
1.01,4191
0.29,664
0.91,4265
1.11,5456
0.3,789
0.32,655
0.36,689
0.4,720
0.3,540
0.31,959
0.74,2501
0.44,810
1.59,10832
0.32,645
0.41,755
1.01,4646
0.4,877
0.4,662
0.71,2274
0.37,603
1.21,4824
1,7777
1.52,15959
0.38,898
0.41,775
0.74,2617
1,5208
0.36,817
0.4,1050
1.02,10641
1.07,4321
1.23,13653
1.15,6530
1.51,3765
0.54,1662
0.91,3943
1.35,4627
0.91,4138
0.7,2230
0.57,1748
0.5,1804
0.34,819
1.59,8227
1.75,15255
0.32,814
0.41,1279
0.62,1841
0.9,4093
1.51,11212
1.7,10967
1.02,4443
0.72,3179
0.55,2022
0.36,727
0.9,4689
0.51,1716
0.59,1572
1.01,6271
1.09,5042
0.7,2152
0.4,877
2.8,15030
0.71,2039
0.83,2790
1.24,5427
0.9,4386
1.5,3599
0.7,2530
1.24,9916
0.33,868
0.3,863
1.51,11102
0.32,828
0.32,1080
2.26,18426
1.01,7366
1.31,6917
0.32,801
0.7,2239
0.3,675
1.62,6350
0.41,1019
0.83,3249
0.63,3363
0.78,2489
0.7,3330
0.55,2025
1.04,6334
0.91,3979
0.3,527
0.42,737
0.32,612
1.04,4277
0.34,765
1.04,3844
0.71,2482
0.39,740
0.7,3007
1.21,3144
0.31,921
0.3,675
1.24,4462
0.38,660
0.56,2318
0.31,1046
1,3965
2.15,17065
1.64,12089
1.02,6191
2.02,13286
0.31,573
0.77,2723
1.25,9116
0.42,1150
1.13,4911
0.91,4199
0.9,3512
1.02,5217
2.16,14328
0.7,1723
1.2,9586
0.3,540
1.1,8724
0.32,576
0.37,872
0.71,1409
0.36,928
0.53,1700
1.03,4384
0.53,1857
0.91,3881
1.09,4639
0.34,596
1.21,12556
0.38,1267
1.21,5275
1.05,5468
0.42,700
0.9,3743
0.9,3024
0.34,805
0.31,1012
1.7,10860
1.11,10443
1.08,7635
0.7,2487
1.01,4276
0.37,1292
0.32,645
0.82,2583
0.91,4729
0.91,4067
2.01,15147
0.38,1010
1.03,7392
1.01,6630
1.23,5689
0.9,6237
0.52,2675
0.42,810
0.42,1103
0.3,776
2.01,12617
1.04,6342
1.34,6904
0.5,1629
0.4,737
0.33,965
0.3,568
1.03,5018
0.29,404
0.4,790
0.23,411
0.4,982
0.3,776
0.32,1004
0.34,521
0.4,1128
0.4,723
0.5,1991
0.33,1052
0.31,521
1.12,9634
0.36,781
0.7,2839
0.32,576
2.01,10412
0.32,561
0.31,692
0.7,2400
0.34,880
0.33,780
0.45,717
1.51,10502
0.9,4612
1.01,7508
2.08,15654
2.1,15653
0.36,538
0.51,1304
0.56,2016
2.15,11985
1.01,7062
1,5221
0.56,1436
2.01,16778
1.01,4791
0.63,1372
0.7,2733
1.75,7644
0.52,1689
0.76,3111
0.74,2961
1.2,8442
2.01,17458
0.5,1188
1.51,11163
1.19,5622
1.07,5027
0.36,1094
0.52,1914
0.9,3992
0.32,905
0.32,758
0.35,522
0.45,1181
0.7,2693
0.23,505
2.01,17197
0.91,5261
0.41,1151
1.04,6368
1.58,12645
1.01,4773
1.52,8810
1.01,7528
1.71,10687
0.55,1593
0.25,575
1.1,4226
0.36,505
0.42,773
0.73,2805
1,1805
0.9,4135
0.41,638
0.5,1654
0.8,2122
1.01,4257
1.3,7002
1.22,11723
1.2,5818
1.01,5823
0.72,2488
0.7,2913
1,7556
1,4704
0.31,1168
0.86,4191
0.4,1059
0.3,540
0.85,4363
0.3,789
0.34,647
0.3,545
1.02,4824
0.8,2484
1.01,4299
1.02,10867
0.41,863
1.52,8794
1,4685
0.46,1168
0.71,2104
2.01,15126
1,5469
0.32,900
0.51,1569
0.36,568
0.7,2394
0.4,945
0.9,4022
0.71,2215
1.51,7577
0.58,1979
0.7,2273
1.13,4391
1.06,9625
0.31,573
0.81,2283
0.71,3064
0.32,720
0.39,1095
0.71,2240
0.31,815
1.06,6060
0.71,2751
1.21,5457
1.1,6470
0.8,3913
0.37,1041
0.31,713
0.55,1819
1.33,6614
0.7,2464
1.04,4717
0.3,615
1.41,11010
1.81,11336
0.58,1983
0.9,3114
0.41,1172
0.31,379
0.51,1662
0.35,1063
0.76,1676
1.2,4443
0.57,1949
0.41,899
0.4,916
0.7,3536
1.09,4456
1,5387
2.18,16878
1,4620
0.36,810
0.91,3837
0.33,631
1.68,7652
1.08,7076
0.5,1242
0.3,447
1.01,5340
1.12,7696
0.72,2589
1.23,6997
1,3874
0.57,1654
0.34,426
0.57,1369
0.35,788
0.52,2168
0.4,687
1.21,7334
1.51,11560
1.01,5606
0.36,726
0.31,1046
0.33,1052
2.01,17403
1.23,7089
0.45,1105
0.41,593
0.38,628
1.17,9326
1.58,12671
0.71,2965
0.9,3909
1.34,6303
1.13,4176
1.02,11420
2.18,17473
0.72,2316
0.7,2232
1.02,4341
1.51,7693
1.01,4799
0.32,972
0.92,4011
1.06,5415
0.34,765
1.01,7098
0.9,3303
0.91,3538
0.96,2866
0.4,960
0.79,2507
0.4,666
0.72,2590
2.09,17805
2.01,6315
0.51,1349
2.03,12844
0.51,2289
1,5404
0.83,3078
0.71,2866
0.71,2649
0.78,3145
0.7,2242
0.7,1795
0.52,1576
0.52,1694
0.59,1109
0.5,1279
1.51,8706
0.3,675
0.3,873
1,3265
0.9,4007
1.31,6438
0.5,1654
1.01,4939
0.56,2066
0.58,1407
0.3,515
0.43,867
1.63,12282
1.01,5443
1.5,10080
0.7,2846
0.74,3228
0.57,1847
1.53,12386
1.23,4986
0.33,579
1.03,6558
0.3,499
0.51,1406
2.04,15092
2.02,14027
1.05,4429
0.9,4438
0.56,1441
0.61,1359
0.37,874
1.09,5816
1.74,16286
1.1,6987
0.3,705
0.3,895
0.3,665
2.11,7019
1.02,4476
1,5152
0.71,2120
2.08,15873
0.31,698
0.59,1590
0.41,1107
1.15,6788
0.72,2277
0.71,2910
1,3640
0.82,2512
1.71,11455
0.32,730
0.65,2241
0.5,1415
1.01,4559
0.4,850
2.07,18804
0.71,2629
0.71,2274
0.33,810
0.42,992
1.01,4497
0.52,1858
0.32,1008
0.91,4345
0.53,1674
0.7,2409
0.5,1050
1.06,4257
1.22,5602
0.34,537
0.42,992
0.57,2442
0.59,1941
0.92,3282
0.7,1040
1.53,8799
0.72,3478
0.72,3478
0.42,970
0.37,811
0.3,776
0.74,1989
1.16,5164
1.12,9030
1.21,7142
0.55,1676
2.01,11660
0.59,1392
0.7,2858
0.58,1239
1.2,7362
0.3,684
1.19,5390
0.31,573
0.9,4269
0.52,1076
0.71,2060
1.51,12603
1.57,15144
0.36,852
1.01,4270
0.31,698
0.7,2837
0.31,816
0.64,2419
1.03,5364
0.5,1746
0.3,487
1.6,16339
0.27,537
1.21,5082
0.9,3780
1.01,7370
0.56,1662
1,4368
0.71,3494
0.3,863
2.07,16378
1.25,6399
1.5,15851
0.33,574
0.31,353
0.58,1633
0.71,2036
2.1,17606
0.42,700
2.02,16929
0.41,1079
0.7,2437
0.23,680
1.24,8073
0.31,1331
1.64,14330
0.26,599
0.26,403
1.11,3205
1.52,8366
1.6,10078
1.08,4740
1.5,7076
0.9,2310
0.55,2499
0.43,1264
1.16,6896
1.7,12117
1.08,11166
0.46,1262
0.58,1984
0.54,2289
0.73,3660
0.57,1728
0.31,680
0.71,2517
0.51,1100
0.33,713
0.91,3290
1,4732
0.56,2230
1,5046
0.23,402
1.03,5087
1.01,7279
0.51,1668
1.2,9904
1,3906
2.39,15917
1.53,9596
0.74,2849
0.54,1385
0.5,1746
0.33,893
0.71,2300
2,9610
0.74,2775
0.4,741
0.76,2699
0.34,1033
0.7,2513
0.71,2008
0.46,905
0.41,755
0.57,1943
0.23,465
1.01,4853
0.3,574
0.77,5251
1.01,4875
0.34,1074
0.41,1076
0.54,1813
1,3416
1.01,3888
0.36,756
2.01,13976
0.23,536
2.07,16392
0.51,1546
0.34,650
0.44,761
0.31,544
1.01,5797
1.5,10019
1.21,7416
1.06,4862
1.5,8471
0.35,454
0.25,740
1.14,2327
1.16,7203
0.72,3065
0.54,1770
0.54,2080
1.01,4399
0.7,3644
2,17405
0.41,755
1.2,5918
1.01,4038
0.7,2250
0.23,402
1.65,8455
0.56,1340
1.01,4965
0.52,1822
1.11,4662
0.33,434
0.7,3752
0.31,707
0.7,2338
0.41,899
1.01,9243
0.57,1944
1.02,4594
1.01,4276
0.58,1239
0.31,571
2.02,16323
0.32,499
0.53,1904
0.42,1031
0.7,1235
0.34,596
0.41,981
0.31,544
2.03,15086
0.75,2744
1,6640
1.21,4913
0.31,914
1.09,9650
0.71,2613
0.31,988
0.5,958
0.5,1558
0.4,1012
0.9,4103
0.41,1151
1.06,15813
1.14,3735
1.12,5361
1.51,6291
1.12,4811
0.34,596
0.33,666
1.25,7328
1.59,9209
0.53,1830
0.52,1778
1.08,5171
0.33,492
1.06,3989
0.91,4138
0.32,505
1,4961
1.71,9974
0.28,376
0.4,1007
0.31,544
0.32,421
0.71,3952
0.77,2519
0.31,907
0.3,776
1.01,8120
2.03,14061
0.91,3376
0.3,844
0.35,1044
1.14,3755
0.26,532
0.39,902
0.31,511
0.6,2112
0.9,4259
0.62,1637
0.57,2739
1.01,4561
1.02,5232
0.5,1237
0.51,1812
0.9,3556
0.5,1706
0.31,1046
0.54,978
0.4,904
0.7,2044
0.4,728
2.01,14768
1.57,12697
1.5,9342
2.26,16241
0.35,842
1,7168
1.08,4413
0.9,2681
0.57,1613
0.36,1114
0.39,1009
0.53,1033
0.35,669
0.9,3734
0.5,1094
0.34,699
1.01,5006
1.6,10662
0.48,1152
1.54,5989
1.21,7792
1.42,7773
1.5,15600
2.14,17193
0.96,4136
0.44,648
2.18,12853
0.53,1655
0.32,769
0.31,541
0.53,1753
0.27,682
1.2,4548
0.91,4138
2.14,13326
0.9,4194
0.3,709
1.08,4488
0.32,756
0.3,830
1.67,11146
0.54,1422
2.39,17365
0.41,539
0.23,465
0.49,1182
0.3,622
1.01,4064
0.7,2441
0.42,838
1.09,8204
1.26,9999
0.72,3002
1.02,6169
0.5,958
0.51,1882
1.03,4199
0.33,463
1.71,13325
0.33,579
2.15,13317
0.37,894
0.34,1033
0.31,804
0.72,2997
1.2,4839
0.71,2606
0.33,608
1.5,7515
1.21,5452
1.11,7459
1.18,6494
0.3,911
0.24,485
0.32,756
0.9,4925
0.95,5272
0.41,705
2.06,12677
0.57,2210
0.33,579
1.26,8110
0.32,449
0.57,2030
0.79,3171
0.63,2064
0.4,969
0.35,919
0.63,2211
1.5,7495
2.5,15990
0.5,1915
0.54,1327
1.37,7346
0.39,900
1.52,12038
0.31,901
0.51,1795
1.22,5602
1.08,4877
1.02,4370
1,5018
1,7007
1,5292
0.52,2012
2.11,15198
1.52,16628
0.7,1807
0.32,720
1.41,9088
1.7,10333
0.7,956
0.35,984
0.55,1630
0.41,683
0.4,1250
2.23,14732
1.51,12210
0.3,552
1,4155
1.2,5578
0.3,684
0.5,851
0.3,776
1.54,9998
1.1,3623
0.78,2116
0.5,1766
0.28,458
0.63,1821
0.43,919
1.03,8972
0.4,840
1.3,5169
0.41,683
0.36,980
0.74,2929
1.04,3960
1.51,10576
0.51,1546
0.31,907
0.31,931
0.74,3353
0.42,898
0.74,3171
0.5,1676
1.01,6618
1,2856
1.03,8020
1.3,5175
0.63,1775
0.77,3357
0.29,715
0.31,557
1.05,12273
1.05,6981
0.55,2581
1.05,4410
0.41,1007
1.06,4622
1.12,7827
0.5,1317
2,7204
0.7,2753
1,4469
0.33,492
1.01,6522
0.7,2306
0.82,2962
2,12768
2.02,12598
1.2,6762
1.03,3903
0.33,743
0.71,2879
0.55,1975
1.04,4484
2.1,14394
0.56,1230
0.53,1753
0.36,770
0.52,1849
2.01,16304
0.51,1656
1.32,4879
0.9,4092
1.8,16513
0.4,842
0.78,3276
1.1,6837
0.31,625
0.44,1274
2.29,18823
0.72,2334
0.72,2420
0.36,568
0.59,1657
1.04,5090
0.73,2661
1.23,8145
0.71,2427
0.31,872
0.51,1380
0.9,4435
0.25,361
0.3,608
0.54,1724
2.3,15992
0.72,2514
1.01,5147
0.39,1300
2.3,14042
0.3,675
0.38,933
0.99,5728
0.83,2975
0.71,2325
0.32,540
1.06,6352
1.03,6164
0.56,1343
0.77,3300
1.2,5376
1.2,5082
0.31,789
1.06,4878
0.31,802
0.5,1202
0.32,828
1.86,10312
0.23,340
1.08,4355
1.02,3796
0.34,457
0.5,1838
1.04,4740
1.5,9253
0.3,956
0.79,3089
2.03,15898
0.33,1021
0.51,1619
0.56,1949
1.04,3924
1.02,6738
1.04,4455
0.34,516
0.32,533
2,15923
1.52,12342
0.41,1356
0.33,965
1.05,8946
0.54,1601
1.02,4476
0.72,2802
0.98,1712
1.02,5581
1.32,11419
1.02,9498
0.52,1689
0.34,574
0.71,2511
1.3,6246
0.36,727
0.33,820
0.53,1956
1.08,6708
0.32,505
1.01,5147
1.26,9802
0.32,758
1,5806
1.01,3597
1.28,6164
0.78,2265
0.35,552
0.3,878
0.26,657
0.52,1822
2.22,6564
0.51,1331
1.76,12288
1.48,8815
1.2,5443
0.32,677
0.75,2551
2.24,16097
1.03,5518
0.28,787
0.91,5214
0.3,477
0.3,1013
0.99,2811
0.32,523
0.51,1925
0.37,791
0.39,911
0.27,566
0.42,945
0.53,947
0.72,2305
0.55,2079
0.86,2905
1.03,5093
0.9,5226
0.92,3785
0.71,2804
1,3920
1.34,4953
1.5,4140
0.53,1428
0.4,737
0.34,507
0.9,4155
0.61,1627
1.51,13818
0.58,2041
1.53,9555
1.7,12737
0.51,1443
0.51,1750
0.39,718
0.32,421
0.32,612
1,4028
0.7,2167
0.43,981
1.13,4385
0.52,1600
1.1,4829
0.31,837
0.71,2362
0.74,2906
0.31,516
0.7,2858
0.32,466
0.77,2155
0.9,4072
0.33,752
0.51,1919
0.94,3624
1.22,10622
0.41,969
1,4237
0.51,1569
0.9,4044
0.3,737
0.38,755
2.04,14477
1,3562
1.22,4612
1.01,3377
0.3,1041
0.61,2167
0.7,1115
1,2035
0.51,1787
0.33,928
0.56,1915
1.15,8863
0.5,1136
1.9,12443
0.71,2874
1.01,6618
0.25,575
0.9,5438
0.71,2208
0.34,956
1,5806
2.51,18029
0.4,1004
1.01,3599
0.32,639
0.7,2310
1.63,13363
1.16,5695
0.4,810
1.21,6098
0.9,4547
0.54,1669
2.04,14810
1.51,8313
1.08,5867
0.41,969
1.14,4558
1.33,6603
0.81,2323
0.34,773
0.9,3538
0.3,605
0.57,2052
0.52,2512
0.73,2329
0.7,2164
0.51,2346
0.52,1815
0.44,1868
0.31,651
0.31,476
0.48,1251
1.5,10646
0.34,689
